Team,Player,Age,Matches,Cmp%,Progressive Paces,Progressive Carries,Tackles+Interception,Blocks,Aerial Won,Fouls Commited,Dangerous Fouls,Errors,Rating
Reims,Aurélio Buta,27.0,22.0,82.6,3.8,1.3,2.7,0.9,0.5,1.5,8,0,48
Augsburg,Cedric Zesiger,26.0,13.6,78.6,2.9,0.3,2.5,1.2,2.0,1.1,15,1,48
Espanyol,Carlos Romero,22.0,28.5,71.4,2.2,1.8,3.6,1.8,0.5,1.2,13,1,48
Lyon,Moussa Niakhate,28.0,30.3,90.3,3.7,1.1,2.4,0.9,1.4,1.1,2,3,48
Marseille,Quentin Merlin,22.0,17.8,82.4,4.8,2.2,2.0,1.1,0.4,0.6,1,1,48
Kortrijk,Bram Lagae,20.0,18.5,70.0,4.4,0.6,2.4,1.7,2.2,1.1,5,2,48
Nantes,Kelvin Amian,26.0,24.1,80.1,3.0,1.3,2.8,0.7,0.9,1.0,5,0,48
Osasuna,Enzo Boyomo,22.0,33.2,87.0,3.3,0.5,3.4,1.0,0.9,1.3,5,3,48
Freiburg,Max Rosenfelder,21.0,13.9,85.3,2.1,1.7,2.4,1.2,0.9,0.6,8,0,48
Holstein Kiel,Timo Becker,27.0,27.2,77.4,2.1,1.0,2.6,1.1,1.1,0.3,2,1,48
Arsenal,William Saliba,23.0,33.8,94.3,4.1,0.5,2.5,0.7,1.8,0.8,10,7,48
Ipswich Town,Axel Tuanzebe,26.0,19.1,83.8,3.2,0.5,2.8,1.1,1.2,0.9,13,1,47
Dortmund,Niklas Süle,28.0,11.8,92.8,4.0,1.3,1.5,0.9,1.0,0.4,4,1,47
Mainz 05,Anthony Caci,27.0,30.1,71.8,4.4,1.5,2.9,1.1,1.2,1.2,6,2,47
Anderlecht,Jan-Carlo Simic,19.0,22.1,86.5,4.5,0.3,1.9,1.1,1.9,1.1,6,1,47
Mallorca,Antonio Raillo,32.0,35.6,88.7,3.0,0.9,1.7,1.4,3.7,1.4,12,1,47
Union Berlin,Christopher Trimmel,37.0,19.4,60.5,3.8,0.9,2.9,0.7,1.2,0.7,5,0,47
Hoffenheim,Alexander Prass,23.0,17.5,72.7,3.6,1.6,2.9,1.9,0.9,1.0,1,4,47
Parma,Botond Balogh,22.0,22.9,89.3,1.6,0.3,2.7,1.5,1.5,0.7,11,2,47
Venezia,Ridgeciano Haps,31.0,15.3,77.7,3.4,1.7,2.4,1.2,0.9,0.9,6,0,47
Lecce,Gaby Jean,24.0,15.5,84.3,2.7,0.5,1.5,0.8,2.6,1.0,3,1,47
Valencia,Dimitri Foulquier,31.0,25.6,78.9,3.8,1.9,2.5,0.8,0.5,0.9,6,1,47
Angers,Lilian Raolisoa,24.0,14.7,69.5,3.2,2.2,3.8,0.7,1.0,1.1,14,0,47
Le Havre,Christopher Operi,27.0,13.0,71.4,4.0,2.2,2.1,1.5,0.8,0.7,10,0,47
RB Leipzig,Ridle Baku,26.0,14.2,75.2,2.9,1.5,2.3,1.3,0.7,0.9,1,0,47
Auxerre,Gabriel Osho,25.0,18.4,88.8,2.3,0.7,1.9,1.7,1.0,0.6,6,0,47
Alaves,Moussa Diarra,23.0,20.8,80.2,3.4,0.6,2.9,0.7,1.5,1.3,9,1,47
Venezia,Marin Šverko,26.0,12.5,82.2,3.0,0.6,2.9,0.8,1.6,0.7,6,3,47
Southampton,Jack Stephens,30.0,15.5,92.0,4.1,0.9,3.0,1.3,0.4,0.8,15,2,47
Liverpool,Trent Alexander-Arnold,25.0,26.5,73.5,8.8,1.9,3.9,1.0,0.1,0.4,5,4,47
Fulham,Joachim Andersen,28.0,28.7,82.7,3.9,0.6,2.1,1.3,2.4,0.6,14,1,47
Villarreal,Logan Costa,23.0,28.8,87.7,4.0,0.9,2.0,0.9,1.6,0.7,9,2,47
Heidenheim,Omar Traoré,26.0,29.1,70.7,4.0,3.5,2.4,1.2,0.5,0.8,10,0,47
Rayo Vallecano,Iván Balliu,32.0,13.4,75.8,3.4,0.6,2.2,1.2,1.0,1.4,3,0,47
Antwerp,Zeno Van den Bosch,21.0,30.0,89.9,3.3,0.2,2.4,1.9,1.1,1.0,8,2,47
Udinese,Oumar Solet,24.0,18.6,88.5,3.5,1.1,2.7,1.7,1.1,0.9,11,4,47
Cagliari,Sebastiano Luperto,27.0,36.0,83.9,2.7,0.6,2.2,0.8,1.7,0.6,7,1,47
Bologna,Juan Miranda,24.0,25.3,75.7,6.4,1.3,2.2,0.8,1.4,1.0,9,1,47
Manchester City,Manuel Akanji,29.0,22.4,93.6,7.1,2.1,1.2,0.5,1.3,0.8,3,3,47
Juventus,Andrea Cambiaso,24.0,24.8,88.5,4.5,3.1,2.5,1.0,0.2,1.1,4,5,47
Everton,Vitaliy Mykolenko,25.0,34.3,74.6,3.2,1.0,3.1,0.7,1.4,0.6,7,2,47
Wolverhampton Wanderers,Toti Gomes,25.0,29.1,85.9,3.0,0.9,3.0,1.0,1.8,0.8,10,5,47
Nice,Jonathan Clauss,31.0,25.7,71.9,4.1,2.1,3.9,1.0,0.6,1.0,7,3,47
Real Madrid,Ferland Mendy,29.0,11.2,93.9,3.2,1.1,2.3,1.0,0.4,0.4,6,1,47
OH Leuven,Thibault Vlietinck,26.0,14.2,75.1,3.8,2.8,1.6,1.2,0.8,0.7,2,0,47
Marseille,Leonardo Balerdi,25.0,25.3,93.8,4.2,0.5,3.6,1.0,1.5,1.1,17,4,47
Kortrijk,Gilles Dewaele,28.0,12.2,72.3,3.0,1.0,2.1,0.6,1.9,1.1,1,1,46
Real Madrid,Raúl Asencio,21.0,18.6,93.8,1.5,0.3,2.0,0.6,1.6,0.6,3,2,46
Real Madrid,Antonio Rüdiger,31.0,25.5,91.8,3.7,0.8,1.1,0.9,1.4,0.6,6,1,46
Ipswich Town,Ben Johnson,24.0,15.1,71.6,1.8,1.1,3.4,1.5,1.3,1.8,13,1,46
Atletico Madrid,Clément Lenglet,29.0,22.0,87.5,3.6,0.7,2.2,1.1,1.7,1.3,15,1,46
Bournemouth,Milos Kerkez,20.0,37.1,75.8,4.3,2.9,2.6,1.0,0.8,0.8,4,4,46
West Ham United,Max Kilman,27.0,37.2,86.7,3.0,0.8,2.1,1.6,3.0,0.6,5,6,46
Manchester City,Rico Lewis,19.0,21.1,91.5,5.1,1.8,2.0,1.3,0.3,0.6,13,1,46
Nottingham Forest,Nikola Milenković,26.0,37.0,82.3,1.4,0.1,2.1,1.1,2.7,0.5,4,1,46
Everton,Jake O'Brien,23.0,17.5,79.6,2.9,0.4,1.7,1.0,2.3,0.7,5,0,46
Roma,Stephan El Shaarawy,31.0,12.3,79.2,4.0,3.4,2.1,0.3,0.4,0.6,2,0,46
Juventus,Nicolò Savona,21.0,19.3,89.5,3.1,1.8,2.1,0.6,0.5,0.7,5,0,46
Girona,Ladislav Krejčí,25.0,27.1,90.1,5.3,1.1,2.1,0.9,2.0,0.9,9,5,46
Venezia,Antonio Candela,24.0,11.3,74.2,2.4,1.1,3.5,0.6,1.2,1.2,8,2,46
Valladolid,Luis Pérez,29.0,28.4,75.7,3.1,1.4,2.5,0.9,0.5,0.5,5,0,46
Alaves,Manu Sánchez,23.0,29.4,72.2,2.7,1.6,3.8,1.7,0.3,1.9,14,1,46
Wolfsburg,Jakub Kamiński,22.0,12.6,70.4,3.2,3.3,2.4,1.3,0.6,0.8,2,1,46
Valencia,César Tárrega,22.0,33.6,84.4,2.4,0.6,2.1,1.2,2.6,1.7,13,2,46
Mallorca,Martin Valjent,28.0,30.7,85.9,3.0,0.7,1.6,1.0,1.6,0.5,4,1,46
Bochum,Felix Passlack,26.0,26.1,66.2,2.5,1.6,2.7,1.6,0.4,1.1,10,1,46
Venezia,Jay Idzes,24.0,34.8,86.0,2.4,0.4,2.2,1.5,1.6,1.4,14,0,46
Anderlecht,Mathias Jørgensen,34.0,15.7,89.0,5.2,0.8,2.4,1.3,1.2,1.0,15,1,46
Club Brugge,Joel Ordóñez,20.0,19.3,91.9,5.0,0.7,1.9,0.7,1.6,1.2,10,1,46
Parma,Giovanni Leoni,17.0,13.4,87.7,1.6,0.0,2.2,1.5,1.3,0.8,8,1,46
Udinese,Jaka Bijol,25.0,32.9,83.6,3.0,0.7,2.5,1.2,3.3,1.5,24,1,46
Toulouse,Charlie Cresswell,21.0,28.8,83.0,2.4,0.3,2.2,1.5,3.4,1.0,5,3,46
Montpellier,Modibo Sagnan,25.0,23.8,88.6,2.1,0.5,3.6,1.0,1.6,1.4,13,5,46
Bochum,Jakov Medić,25.0,17.9,87.4,1.5,0.1,2.0,1.8,1.7,0.6,5,4,45
Brest,Kenny Lala,32.0,29.8,76.1,4.6,1.9,3.1,0.8,0.3,0.6,8,2,45
Napoli,Leonardo Spinazzola,31.0,17.0,79.3,5.2,4.9,1.5,0.7,0.2,0.4,1,1,45
Nantes,Jean-Charles Castelletto,29.0,29.1,88.6,3.0,0.7,2.0,0.9,1.8,1.2,19,0,45
Saint Etienne,Dylan Batubinsika,28.0,22.4,91.4,2.3,0.5,2.9,1.0,2.0,1.1,17,3,45
Cagliari,Tommaso Augello,29.0,30.3,71.9,3.9,1.9,2.1,0.8,1.6,0.5,3,2,45
Genoa,Aarón Martín,27.0,34.3,72.5,2.6,1.5,2.6,1.0,0.6,1.1,8,1,45
Venezia,Mikael Ellertsson,22.0,27.6,71.0,1.3,1.2,2.7,1.5,0.6,0.8,2,0,45
St Pauli,Hauke Wahl,30.0,33.0,86.6,4.3,0.9,2.0,1.3,1.4,0.4,1,4,45
Manchester City,Rúben Dias,27.0,25.2,93.5,6.3,1.7,1.5,0.9,1.5,0.5,7,4,45
Osasuna,Jorge Herrando,23.0,15.2,85.4,2.5,0.5,1.9,1.3,1.9,1.6,6,2,45
Newcastle United,Fabian Schär,32.0,32.6,83.7,3.6,0.6,2.5,1.2,1.7,1.1,14,3,45
Leganes,Sergi,32.0,32.9,83.7,2.3,0.1,2.4,1.2,1.9,0.9,10,2,45
Freiburg,Philipp Lienhart,28.0,30.8,86.2,4.5,1.4,1.9,1.0,1.9,0.7,5,3,45
Valladolid,Eray Cömert,26.0,19.8,87.7,2.4,0.5,2.4,1.4,0.9,0.9,6,2,45
Tottenham Hotspur,Radu Drăgușin,22.0,13.9,85.2,2.7,0.5,1.8,1.6,2.4,0.4,1,4,45
Leicester City,Wout Faes,26.0,31.3,88.0,2.7,0.4,2.2,1.5,1.4,0.7,4,4,45
Southampton,Taylor Harwood-Bellis,22.0,31.4,87.4,4.0,0.9,1.8,2.1,2.0,1.1,9,6,45
Everton,Ashley Young,39.0,20.9,70.9,4.3,1.1,4.0,0.7,0.5,1.4,12,2,45
Rayo Vallecano,Aridane Hernández,35.0,11.4,87.9,3.3,0.2,1.7,0.9,3.5,0.4,1,2,45
Ipswich Town,Dara O'Shea,25.0,34.7,78.2,2.3,0.1,2.4,1.8,3.3,0.6,6,4,45
Southampton,Kyle Walker-Peters,27.0,32.5,88.2,4.3,3.5,1.9,0.8,0.3,0.9,5,1,45
Rayo Vallecano,Florian Lejeune,33.0,37.0,83.8,3.9,0.6,2.4,1.0,2.5,1.4,17,1,44
Nice,Moïse Bombito,24.0,24.4,90.2,4.0,1.1,2.3,1.4,2.0,1.1,14,7,44
Beerschot Wilrijk,Loïc Mbe Soh,23.0,22.0,87.1,3.1,0.4,1.7,1.3,1.4,1.0,1,2,44
RB Leipzig,Lutsharel Geertruida,24.0,17.4,86.7,5.3,1.2,2.9,0.9,0.7,1.0,5,4,44
Girona,David López,34.0,27.0,92.1,4.9,0.6,1.7,0.8,1.1,0.4,7,2,44
Sevilla,Loïc Bade,24.0,29.9,85.7,2.1,0.4,2.5,0.7,2.2,0.9,15,2,44
Eintracht Frankfurt,Robin Koch,28.0,28.8,90.7,3.2,0.3,1.7,1.4,3.5,0.8,6,4,44
Monza,Giorgos Kyriakopoulos,28.0,31.7,74.8,3.1,2.1,2.1,0.9,0.8,0.8,8,0,44
Valladolid,David Torres,21.0,15.4,82.5,2.4,0.7,1.5,1.2,1.3,0.8,5,0,44
Leganes,Adrià Altimira,23.0,18.2,78.5,2.3,1.3,3.1,0.8,0.7,1.5,9,2,44
Mainz 05,Andreas Hanche-Olsen,27.0,14.3,82.6,2.4,0.1,2.3,1.7,3.4,1.4,15,2,44
Arsenal,Jakub Kiwior,24.0,12.5,91.4,3.8,0.4,2.2,1.0,0.9,0.8,1,3,44
RB Leipzig,Willi Orban,31.0,24.7,87.4,4.3,0.6,2.4,1.8,4.2,0.9,17,4,44
Strasbourg,Saidou Sow,22.0,11.3,90.7,1.4,0.0,2.1,1.3,1.4,0.6,5,2,44
Atalanta,Davide Zappacosta,32.0,23.1,82.7,4.6,2.9,1.6,1.2,0.4,0.8,3,2,44
Parma,Enrico Del Prato,24.0,32.8,84.0,2.5,0.2,1.6,2.1,1.2,0.6,8,2,44
Hellas Verona,Darko Lazović,33.0,16.3,62.4,2.5,1.3,2.0,1.2,0.6,0.6,0,0,44
Udinese,Hassane Kamara,30.0,22.3,75.7,2.7,2.3,2.7,1.0,0.9,1.1,16,1,44
Hellas Verona,Paweł Dawidowicz,29.0,20.5,81.9,1.9,0.5,3.2,0.8,1.6,1.8,15,2,44
Union Berlin,Leopold Querfeld,20.0,19.4,80.8,2.5,0.2,2.3,1.3,3.4,1.0,11,2,44
Atletico Madrid,Robin Le Normand,27.0,23.9,90.4,2.3,0.5,1.5,0.8,2.3,1.5,11,1,44
Brentford,Mads Roerslev,25.0,12.3,78.7,4.1,1.4,1.8,1.0,0.8,0.5,2,0,44
Aston Villa,Matty Cash,26.0,23.1,77.5,1.8,2.1,3.4,1.0,0.9,1.2,13,2,44
Everton,Michael Keane,31.0,11.7,82.8,1.2,0.1,2.4,1.2,2.2,0.8,5,2,44
Chelsea,Reece James,24.0,11.9,84.0,5.4,0.6,1.9,1.2,1.9,0.7,1,4,44
Chelsea,Marc Cucurella,26.0,33.3,87.7,3.5,1.1,2.9,1.5,1.0,1.1,18,3,44
St Pauli,Eric Smith,27.0,31.4,80.8,3.8,0.5,2.6,1.2,1.0,0.9,7,4,44
Wolverhampton Wanderers,Nélson Semedo,30.0,32.2,80.8,2.5,2.1,2.6,1.0,0.9,1.5,11,3,43
Stuttgart,Josha Vagnoman,23.0,20.5,80.4,2.3,1.2,2.0,0.8,1.1,0.9,7,1,43
Bayern Munich,Raphaël Guerreiro,30.0,17.6,88.7,4.8,2.2,1.6,0.5,0.5,0.5,2,1,43
Bologna,Jhon Lucumí,26.0,29.1,91.1,3.7,1.2,2.7,1.1,1.5,0.8,16,7,43
Everton,Jarrad Branthwaite,22.0,27.9,82.1,2.4,0.4,2.3,1.1,2.2,0.4,4,4,43
Villarreal,Raúl Albiol,38.0,13.2,89.4,2.6,0.2,1.2,0.8,2.2,0.8,11,1,43
Osasuna,Catena,29.0,34.2,83.8,2.6,0.3,2.4,1.2,2.0,1.1,14,2,43
Chelsea,Levi Colwill,21.0,35.0,89.3,3.7,0.4,2.3,1.1,2.3,1.3,12,4,43
Marseille,Luis Henrique,22.0,29.2,81.0,4.9,2.9,0.9,0.5,0.0,0.3,0,0,43
OH Leuven,Hasan Kuruçay,26.0,17.3,89.9,3.1,0.5,2.1,0.6,1.3,0.8,13,1,43
Bologna,Lorenzo De Silvestri,36.0,11.9,79.1,3.9,0.3,1.8,1.0,1.0,1.4,1,0,43
Charleroi,Check Keita,21.0,13.2,83.1,2.3,0.3,2.3,1.4,1.6,0.8,14,1,43
Genoa,Mattia Bani,30.0,16.8,87.4,1.5,0.4,2.4,0.8,1.3,0.4,3,2,43
Fiorentina,Marin Pongračić,26.0,15.2,89.2,2.2,0.5,2.0,0.9,1.6,1.7,11,2,43
Lazio,Adam Marušić,31.0,26.0,84.9,3.2,0.9,1.8,0.7,1.1,0.8,1,0,43
Atalanta,Raoul Bellanova,24.0,26.8,77.3,3.2,3.1,1.6,0.4,0.9,0.6,3,0,43
Strasbourg,Ismaël Doukouré,21.0,29.4,88.7,3.9,0.7,2.2,1.1,0.9,1.0,7,3,43
Strasbourg,Mamadou Sarr,18.0,26.3,93.8,2.0,0.3,2.4,1.0,1.1,1.1,7,3,43
Augsburg,Keven Schlotterbeck,27.0,14.4,84.5,4.1,0.2,2.4,0.9,2.8,0.7,18,1,43
Augsburg,Marius Wolf,29.0,24.1,68.5,4.9,1.5,2.1,1.2,0.3,0.8,2,1,43
Union Berlin,Kevin Vogt,32.0,15.2,88.1,4.6,0.7,1.4,1.1,0.9,0.7,9,1,43
Getafe,Diego Rico,31.0,31.3,67.6,4.3,0.9,3.7,1.3,0.8,1.2,14,2,43
Wolfsburg,Joakim Mæhle,27.0,24.4,80.9,3.6,2.4,2.4,1.0,0.7,0.4,9,2,43
Monchengladbach,Joe Scally,21.0,28.8,83.4,2.4,1.8,2.1,1.2,0.8,0.8,9,2,43
Juventus,Lloyd Kelly,25.0,11.3,83.1,3.2,0.9,1.5,1.0,3.2,1.2,1,3,43
Ipswich Town,Cameron Burgess,28.0,17.1,80.9,2.5,0.1,1.8,1.2,2.6,0.4,0,3,42
Fulham,Issa Diop,27.0,14.9,87.5,1.7,0.4,2.3,0.7,1.3,0.7,2,2,42
Fulham,Calvin Bassey,24.0,34.2,89.7,3.4,1.1,2.2,1.2,1.3,0.8,7,8,42
Aston Villa,Pau Torres,27.0,22.5,88.9,4.3,1.8,1.4,0.7,0.8,0.4,2,2,42
Como,Alberto Moreno,32.0,19.3,82.5,4.2,1.2,2.0,0.6,0.6,0.9,4,2,42
Empoli,Saba Goglichidze,20.0,28.3,77.9,1.6,0.4,3.4,1.3,1.0,0.9,8,3,42
Angers,Abdoulaye Bamba,34.0,16.8,88.5,1.0,0.1,2.4,0.8,0.7,0.6,2,0,42
Cagliari,Gabriele Zappa,24.0,34.0,76.5,4.3,1.7,1.9,1.2,0.6,0.7,4,1,42
Parma,Emanuele Valeri,25.0,32.0,65.6,2.9,2.5,2.5,1.0,0.6,0.9,1,4,42
Udinese,Kingsley Ehizibue,29.0,27.9,76.7,2.0,1.9,2.8,1.5,1.0,1.2,5,5,42
Heidenheim,Marnon Busch,29.0,15.6,72.7,4.0,1.4,2.5,1.5,0.8,0.5,4,5,42
Real Betis,Romain Perraud,26.0,22.3,79.6,2.8,2.3,2.6,0.8,0.4,1.2,16,1,42
Villarreal,Willy Kambwala,19.0,12.4,87.7,1.3,0.2,2.2,0.8,1.3,0.4,6,1,42
Celta Vigo,Marcos Alonso,33.0,29.4,89.2,7.3,2.2,2.3,0.7,2.4,1.1,26,4,42
Osasuna,Juan Cruz Armada,32.0,16.7,78.0,3.2,0.5,2.1,0.9,0.5,1.0,7,0,42
Real Sociedad,Javi López,22.0,21.6,78.4,3.4,1.7,2.4,1.0,0.5,1.4,4,2,42
Alaves,Abdel Abqar,25.0,27.4,76.6,2.9,0.6,2.7,1.0,1.5,1.7,19,1,42
Reims,Nhoa Sangui,18.0,12.9,83.9,3.5,1.6,1.9,0.6,0.5,0.7,3,0,42
Como,Marc-Oliver Kempf,29.0,29.1,87.2,2.9,0.6,2.2,1.2,3.7,0.7,14,4,42
Valladolid,Javi Sánchez,27.0,22.6,87.3,1.5,0.2,2.1,1.7,1.5,0.8,12,3,42
Fiorentina,Dodô,25.0,34.7,77.6,3.7,4.1,2.3,0.6,0.3,0.7,8,2,42
Bayer Leverkusen,Jeremie Frimpong,23.0,25.9,76.1,2.1,3.9,1.6,1.0,0.5,0.8,7,1,41
Leganes,Javi Hernández,26.0,26.6,75.2,3.0,1.5,1.8,0.9,0.8,1.8,6,0,41
Empoli,Giuseppe Pezzella,26.0,32.1,66.5,2.5,2.4,2.2,1.0,1.1,1.5,10,2,41
Torino,Cristiano Biraghi,31.0,12.9,71.5,2.8,1.9,1.9,1.2,0.6,0.7,0,0,41
Osasuna,Jesús Areso,25.0,34.3,72.4,3.1,2.9,1.8,0.8,0.8,0.9,9,0,41
Brentford,Keane Lewis-Potter,23.0,34.5,77.1,2.8,2.8,2.0,0.8,0.8,0.5,7,3,41
Valencia,Cristhian Mosquera,20.0,36.9,90.5,3.3,0.9,2.5,1.0,1.1,0.4,15,4,41
Getafe,Omar Alderete,27.0,33.1,65.5,3.4,0.8,2.5,1.1,3.1,1.0,20,1,41
Monchengladbach,Lukas Ullrich,20.0,21.3,76.1,1.8,1.5,2.3,1.2,0.7,1.0,10,1,41
Espanyol,Leandro Cabrera,33.0,31.9,75.2,2.2,0.3,2.2,1.1,2.4,0.8,12,2,41
Milan,Theo Hernández,26.0,30.0,83.8,4.4,3.1,1.8,0.8,1.2,0.6,12,3,40
Bournemouth,Adam Smith,33.0,17.8,75.7,2.8,0.8,2.2,0.7,0.8,1.1,7,1,40
Las Palmas,Scott McKenna,27.0,27.4,86.7,1.6,0.4,1.1,1.3,3.1,0.5,13,2,40
Arsenal,Myles Lewis-Skelly,17.0,15.3,91.2,4.6,2.4,1.9,0.3,0.7,0.7,16,0,40
Espanyol,Brian Oliván,30.0,11.3,69.2,3.5,1.9,2.0,0.5,0.3,1.2,2,0,40
Lecce,Federico Baschirotto,27.0,38.0,86.2,1.9,0.3,1.6,1.2,2.7,0.8,12,2,40
Venezia,Joël Schingtienne,21.0,12.5,86.2,2.2,0.4,3.3,1.4,0.3,0.6,5,5,40
Antwerp,Toby Alderweireld,35.0,27.0,82.6,3.3,0.2,1.4,1.4,1.8,0.6,6,4,40
Leicester City,Conor Coady,31.0,19.1,91.1,1.7,0.2,1.4,1.7,0.7,0.4,9,2,39
Angers,Emmanuel Biumla,19.0,14.8,88.2,1.1,0.2,1.8,1.2,1.1,0.5,5,1,39
Lens,Deiver Machado,30.0,20.1,83.6,2.2,2.1,2.6,1.0,0.8,1.4,20,2,39
Hellas Verona,Domagoj Bradarić,24.0,21.6,72.4,2.1,1.4,2.4,0.8,0.7,1.0,6,1,39
Genoa,Koni De Winter,22.0,23.7,86.6,2.4,0.4,2.4,0.5,3.1,1.8,12,3,39
Venezia,Francesco Zampano,30.0,18.3,73.2,2.2,2.3,2.0,1.1,0.5,1.3,5,2,39
Nottingham Forest,Ola Aina,27.0,33.4,73.5,3.2,2.0,2.6,1.0,0.4,0.7,8,4,39
Southampton,Yukinari Sugawara,24.0,17.4,80.0,4.1,1.9,2.4,1.2,0.3,0.9,10,3,39
Freiburg,Matthias Ginter,30.0,28.5,82.6,4.0,0.4,1.7,1.2,3.4,0.5,5,5,39
Werder Bremen,Mitchell Weiser,30.0,31.9,73.9,3.9,2.0,2.6,1.0,1.0,0.9,17,3,39
Liverpool,Andrew Robertson,30.0,27.7,82.7,6.4,2.3,2.2,0.4,0.3,0.4,11,2,39
Union Berlin,Josip Juranović,28.0,12.9,64.5,4.0,1.5,2.2,1.0,0.3,0.6,4,2,39
Monza,Samuele Birindelli,25.0,16.4,75.7,2.1,2.4,2.0,0.9,0.3,1.0,2,2,39
Empoli,Emmanuel Gyasi,30.0,35.8,77.1,1.5,0.6,1.8,0.8,1.2,1.6,5,0,39
Tottenham Hotspur,Archie Gray,18.0,19.5,87.4,2.1,0.4,1.8,1.1,0.6,0.9,1,2,38
Aston Villa,Ezri Konsa,26.0,32.6,92.9,2.8,0.7,1.8,0.6,1.0,0.3,1,4,38
Getafe,Juan Berrocal,25.0,11.9,76.1,2.1,0.1,2.4,0.5,2.5,1.4,19,0,38
Monza,Pedro Pereira,26.0,29.7,80.7,2.2,1.8,2.5,0.9,0.9,1.6,10,5,38
Parma,Lautaro Valenti,25.0,17.3,84.5,1.6,0.2,1.7,1.5,1.4,1.4,14,1,38
Internazionale,Matteo Darmian,34.0,19.9,83.8,2.3,0.7,1.9,0.7,0.7,1.3,6,0,38
Torino,Valentino Lazaro,28.0,25.8,75.1,2.9,1.4,1.4,1.1,0.6,1.2,9,1,37
Getafe,Domingos Duarte,29.0,20.7,78.5,2.3,0.1,2.2,1.4,1.4,1.2,23,1,37
RB Leipzig,David Raum,26.0,19.9,69.4,3.6,1.8,2.4,1.3,0.7,1.2,5,4,37
Newcastle United,Dan Burn,32.0,37.0,88.4,2.0,0.3,1.8,1.0,3.9,0.9,11,4,37
Internazionale,Federico Dimarco,26.0,24.4,76.3,3.4,1.9,1.6,1.0,0.3,0.8,3,2,36
Reims,Sergio Akieme,26.0,28.1,81.0,3.1,2.0,1.8,0.9,0.7,0.9,5,4,35
Lille,Bafodé Diakité,23.0,30.7,93.2,2.9,0.5,1.9,1.0,2.0,1.4,19,5,35
Girona,Miguel Gutiérrez,23.0,27.4,82.6,3.8,2.3,1.9,0.6,0.1,1.1,7,3,35
Le Havre,Etienne Youte Kinkoue,22.0,25.8,89.1,2.4,0.5,1.9,1.4,1.0,0.5,15,3,35
Como,Edoardo Goldaniga,30.0,28.1,86.4,2.9,0.7,2.4,0.7,1.9,1.6,20,3,35
Freiburg,Christian Günter,31.0,25.8,74.5,2.0,0.7,1.2,0.9,0.3,0.5,0,1,33
Torino,Marcus Pedersen,24.0,15.2,72.9,1.2,2.9,1.7,0.7,0.4,1.1,6,1,33
Las Palmas,Álex Suárez,31.0,27.4,85.9,1.9,0.2,1.9,1.4,0.9,1.0,15,2,33
Bayer Leverkusen,Álex Grimaldo,28.0,29.4,81.2,5.4,2.9,1.4,0.7,0.5,0.5,14,3,33
Cagliari,Nadir Zortea,25.0,30.3,67.4,2.1,2.3,1.6,0.4,0.6,1.1,5,2,32
Mallorca,Johan Mojica,31.0,30.7,74.2,4.2,2.1,2.0,0.4,0.3,0.6,11,3,32
Athletic Club,Aitor Paredes,24.0,20.2,83.3,2.3,0.2,1.8,1.3,1.5,1.1,15,4,31
Ipswich Town,Leif Davis,24.0,30.5,71.6,1.9,1.7,2.3,0.8,1.1,0.9,16,3,31
Hellas Verona,Jackson Tchatchoua,22.0,35.2,74.3,2.0,2.5,1.8,0.6,0.9,0.7,15,2,31
Getafe,Djené,32.0,28.4,75.6,2.6,0.6,1.6,0.6,1.5,1.4,15,3,30
